"MUN","AGEB","NOM_LOC","POBTOT","TVIVPARHAB"
"051","0152","Total AGEB urbana",4975,"1179"
"051","0152","Total AGEB urbana",2806,"613"
"052","0000","Total del municipio",28155,"7410"
"052","0056","Total AGEB urbana",1716,"496"
"052","0060","Total AGEB urbana",2495,"662"
"052","0075","Total AGEB urbana",2204,"544"
"052","008A","Total AGEB urbana",1362,"364"
"052","0164","Total AGEB urbana",650,"192"
"052","0179","Total AGEB urbana",195,"62"
"052","0183","Total AGEB urbana",154,"46"
"052","0198","Total AGEB urbana",145,"43"
"052","0094","Total AGEB urbana",3094,"763"
"053","0000","Total del municipio",61220,"15278"
"053","0034","Total AGEB urbana",4008,"981"
"053","0049","Total AGEB urbana",3692,"906"
"053","0053","Total AGEB urbana",4036,"1002"
"053","0068","Total AGEB urbana",3789,"946"
"053","0072","Total AGEB urbana",3580,"898"
"053","0104","Total AGEB urbana",2948,"734"
"053","0123","Total AGEB urbana",2892,"689"
"053","0138","Total AGEB urbana",3104,"744"
"053","0142","Total AGEB urbana",1996,"473"
"053","0212","Total AGEB urbana",4006,"949"
"053","0227","Total AGEB urbana",4553,"1107"
"053","0284","Total AGEB urbana",493,"141"
"053","0335","Total AGEB urbana",3189,"956"
"053","034A","Total AGEB urbana",2445,"741"
"053","0299","Total AGEB urbana",4567,"1098"
"053","0320","Total AGEB urbana",419,"103"
"053","0354","Total AGEB urbana",66,"16"
"053","0369","Total AGEB urbana",34,"8"
"053","0015","Total AGEB urbana",2886,"682"
"053","0087","Total AGEB urbana",1883,"457"
"053","0157","Total AGEB urbana",4428,"1026"
"054","0000","Total del municipio",242307,"68140"
"054","0258","Total AGEB urbana",3329,"948"
"054","0281","Total AGEB urbana",1352,"392"
"054","0332","Total AGEB urbana",1040,"339"
"054","0351","Total AGEB urbana",663,"201"
"054","0510","Total AGEB urbana",1141,"356"
"054","0563","Total AGEB urbana",3231,"829"
"054","0578","Total AGEB urbana",3378,"894"
"054","0703","Total AGEB urbana",174,"39"
"054","0718","Total AGEB urbana",1409,"471"
"054","0722","Total AGEB urbana",6482,"1604"
"054","0737","Total AGEB urbana",8004,"2112"
"054","0031","Total AGEB urbana",8091,"1826"
"054","0760","Total AGEB urbana",1437,"311"
"054","0794","Total AGEB urbana",3255,"1002"
"054","0826","Total AGEB urbana",5027,"1620"
"054","0830","Total AGEB urbana",3242,"893"
"054","0845","Total AGEB urbana",1345,"358"
"054","085A","Total AGEB urbana",1850,"485"
"054","0864","Total AGEB urbana",1653,"458"
"054","0879","Total AGEB urbana",4933,"1640"
"054","0883","Total AGEB urbana",2716,"942"
"054","0898","Total AGEB urbana",2523,"723"
"054","0900","Total AGEB urbana",1021,"372"
"054","0402","Total AGEB urbana",828,"181"
"054","0417","Total AGEB urbana",1260,"276"
"054","0633","Total AGEB urbana",2796,"650"
"054","0648","Total AGEB urbana",4006,"941"
"054","0811","Total AGEB urbana",2111,"503"
"054","0915","Total AGEB urbana",4699,"1322"
"054","092A","Total AGEB urbana",2362,"765"
"054","0934","Total AGEB urbana",4540,"1291"
"054","0949","Total AGEB urbana",1608,"503"
"054","0953","Total AGEB urbana",1639,"465"
"054","0968","Total AGEB urbana",3990,"1067"
"054","0972","Total AGEB urbana",3553,"938"
"054","0987","Total AGEB urbana",3429,"941"
"054","0991","Total AGEB urbana",3240,"798"
"054","1006","Total AGEB urbana",2972,"916"
"054","1010","Total AGEB urbana",2062,"682"
"054","1025","Total AGEB urbana",2594,"861"
"054","103A","Total AGEB urbana",1453,"431"
"054","1044","Total AGEB urbana",1279,"384"
"054","1059","Total AGEB urbana",2497,"771"
"054","1063","Total AGEB urbana",1241,"399"
"054","1078","Total AGEB urbana",1163,"387"
"054","1082","Total AGEB urbana",4235,"1339"
"054","1097","Total AGEB urbana",3789,"976"
"054","0756","Total AGEB urbana",4140,"1078"
"054","110A","Total AGEB urbana",545,"162"
"054","0741","Total AGEB urbana",5042,"1179"
"054","1256","Total AGEB urbana",1087,"284"
"054","0652","Total AGEB urbana",4086,"1025"
"054","0667","Total AGEB urbana",5064,"1263"
"054","1114","Total AGEB urbana",3635,"1019"
"054","1129","Total AGEB urbana",1924,"615"
"054","1133","Total AGEB urbana",2861,"892"
"054","1148","Total AGEB urbana",1690,"543"
"054","1152","Total AGEB urbana",4410,"1461"
"054","1167","Total AGEB urbana",2603,"770"
"054","1171","Total AGEB urbana",1925,"532"
"054","1186","Total AGEB urbana",3122,"938"
"054","1190","Total AGEB urbana",4445,"1294"
"054","1203","Total AGEB urbana",6892,"1981"
"054","1218","Total AGEB urbana",12090,"3848"
"054","1222","Total AGEB urbana",2301,"737"
"054","1237","Total AGEB urbana",12930,"3602"
"054","1241","Total AGEB urbana",9185,"2574"
"054","078A","Total AGEB urbana",2345,"578"
"054","0506","Total AGEB urbana",7558,"1859"
"054","0775","Total AGEB urbana",0,"0"
"054","1260","Total AGEB urbana",3832,"1221"
"055","0000","Total del municipio",13807,"3302"
"055","0043","Total AGEB urbana",4883,"1212"
"055","0058","Total AGEB urbana",4349,"1064"
"055","0062","Total AGEB urbana",1622,"380"
"056","0000","Total del municipio",33164,"8174"
"056","0089","Total AGEB urbana",1981,"524"
"056","0093","Total AGEB urbana",3607,"859"
"056","0110","Total AGEB urbana",3040,"746"
"056","013A","Total AGEB urbana",3456,"817"
"056","0178","Total AGEB urbana",4238,"990"
"056","0214","Total AGEB urbana",400,"77"
"056","020A","Total AGEB urbana",4323,"1080"
"057","0000","Total del municipio",834434,"240186"
"057","0048","Total AGEB urbana",2787,"1001"
"057","0103","Total AGEB urbana",3684,"1207"
"057","0122","Total AGEB urbana",3551,"1191"
"057","0141","Total AGEB urbana",7164,"1902"
"057","0156","Total AGEB urbana",3079,"932"
"057","0160","Total AGEB urbana",3808,"1243"
"057","0175","Total AGEB urbana",4221,"1397"
"057","018A","Total AGEB urbana",3098,"902"
"057","0245","Total AGEB urbana",4262,"1341"
"057","0283","Total AGEB urbana",10789,"3236"
"057","032A","Total AGEB urbana",5628,"1594"
"057","0353","Total AGEB urbana",5565,"1752"
"057","0368","Total AGEB urbana",1856,"690"
"057","0372","Total AGEB urbana",9517,"2722"
"057","0391","Total AGEB urbana",6217,"1796"
"057","0404","Total AGEB urbana",11650,"3392"
"057","0419","Total AGEB urbana",5823,"1793"
"057","0480","Total AGEB urbana",1073,"314"
"057","0495","Total AGEB urbana",2019,"743"
"057","0508","Total AGEB urbana",5321,"1738"
"057","0512","Total AGEB urbana",7706,"2397"
"057","0550","Total AGEB urbana",6640,"2424"
"057","0584","Total AGEB urbana",6580,"2132"
"057","0599","Total AGEB urbana",4758,"1283"
"057","0601","Total AGEB urbana",2689,"815"
"057","0616","Total AGEB urbana",9018,"2456"
"057","0620","Total AGEB urbana",1378,"447"
"057","0635","Total AGEB urbana",6789,"2029"
"057","064A","Total AGEB urbana",4039,"1032"
"057","0669","Total AGEB urbana",3922,"1053"
"057","0688","Total AGEB urbana",894,"241"
"057","0692","Total AGEB urbana",3966,"1141"
"057","0705","Total AGEB urbana",4797,"1451"
"057","071A","Total AGEB urbana",62,"17"
"057","0743","Total AGEB urbana",4706,"1176"
"057","0813","Total AGEB urbana",6896,"2098"
"057","0851","Total AGEB urbana",8219,"2165"
"057","0866","Total AGEB urbana",10589,"2984"
"057","0870","Total AGEB urbana",6608,"2115"
"057","0936","Total AGEB urbana",4760,"1257"
"057","0940","Total AGEB urbana",9504,"2721"
"057","0955","Total AGEB urbana",9488,"2777"
"057","1031","Total AGEB urbana",1012,"336"
"057","1084","Total AGEB urbana",446,"109"
"057","1116","Total AGEB urbana",4571,"1159"
"057","1135","Total AGEB urbana",4640,"1706"
"057","114A","Total AGEB urbana",4587,"1635"
"057","1154","Total AGEB urbana",4532,"1536"
"057","1169","Total AGEB urbana",3593,"1242"
"057","1173","Total AGEB urbana",2363,"812"
"057","1188","Total AGEB urbana",2009,"713"
"057","1192","Total AGEB urbana",2936,"1061"
"057","1205","Total AGEB urbana",2344,"870"
"057","121A","Total AGEB urbana",91,"28"
"057","1224","Total AGEB urbana",2860,"922"
"057","1239","Total AGEB urbana",2643,"842"
"057","1243","Total AGEB urbana",2772,"883"
"057","1258","Total AGEB urbana",2170,"691"
"057","1262","Total AGEB urbana",2079,"713"
"057","1277","Total AGEB urbana",1263,"473"
"057","1281","Total AGEB urbana",813,"316"
"057","1296","Total AGEB urbana",1931,"714"
"057","1309","Total AGEB urbana",3817,"1293"
"057","1313","Total AGEB urbana",3446,"1070"
"057","1328","Total AGEB urbana",2133,"675"
"057","1332","Total AGEB urbana",1323,"420"
"057","1347","Total AGEB urbana",2416,"808"
"057","1351","Total AGEB urbana",2334,"761"
"057","1366","Total AGEB urbana",2190,"732"
"057","1370","Total AGEB urbana",3395,"1135"
"057","1385","Total AGEB urbana",2573,"859"
"057","139A","Total AGEB urbana",1726,"530"
"057","1402","Total AGEB urbana",3173,"1070"
"057","1417","Total AGEB urbana",6851,"1935"
"057","1421","Total AGEB urbana",2185,"740"
"057","1436","Total AGEB urbana",3088,"932"
"057","1440","Total AGEB urbana",2420,"835"
"057","1455","Total AGEB urbana",2335,"780"
"057","146A","Total AGEB urbana",2365,"655"
"057","1474","Total AGEB urbana",2042,"622"
"057","1489","Total AGEB urbana",251,"84"
"057","1493","Total AGEB urbana",4687,"1335"
"057","1506","Total AGEB urbana",6644,"1894"
"057","1510","Total AGEB urbana",5804,"1881"
"057","1525","Total AGEB urbana",6075,"1815"
"057","153A","Total AGEB urbana",946,"274"
"057","1544","Total AGEB urbana",1858,"603"
"057","1559","Total AGEB urbana",5831,"1723"
"057","1563","Total AGEB urbana",3856,"1138"
"057","1578","Total AGEB urbana",6688,"1973"
"057","1582","Total AGEB urbana",7288,"2181"
"057","1597","Total AGEB urbana",7487,"2067"
"057","160A","Total AGEB urbana",5296,"1597"
"057","1614","Total AGEB urbana",3168,"924"
"057","1629","Total AGEB urbana",4668,"1202"
"057","1633","Total AGEB urbana",2784,"715"
"057","1648","Total AGEB urbana",3690,"1008"
"057","1652","Total AGEB urbana",3888,"1003"
"057","1667","Total AGEB urbana",889,"212"
"057","1671","Total AGEB urbana",1568,"433"
"057","1686","Total AGEB urbana",5406,"1319"
"057","1690","Total AGEB urbana",5310,"1420"
"057","1703","Total AGEB urbana",2638,"722"
"057","1718","Total AGEB urbana",6388,"1724"
"057","1722","Total AGEB urbana",5439,"1443"
"057","1737","Total AGEB urbana",6208,"1616"
"057","1741","Total AGEB urbana",3566,"930"
"057","1756","Total AGEB urbana",2907,"731"
"057","1760","Total AGEB urbana",4524,"1208"
"057","1775","Total AGEB urbana",4008,"1076"
"057","178A","Total AGEB urbana",4024,"1156"
"057","1794","Total AGEB urbana",4062,"1141"
"057","1807","Total AGEB urbana",4630,"1271"
"057","1811","Total AGEB urbana",2991,"868"
"057","1826","Total AGEB urbana",4460,"1267"
"057","1830","Total AGEB urbana",3558,"1039"
"057","1845","Total AGEB urbana",4263,"1193"
"057","185A","Total AGEB urbana",3609,"922"
"057","1864","Total AGEB urbana",5221,"1527"
"057","1879","Total AGEB urbana",5258,"1426"
"057","1883","Total AGEB urbana",4222,"1004"
"057","1898","Total AGEB urbana",4187,"1212"
"057","1900","Total AGEB urbana",4539,"1371"
"057","1915","Total AGEB urbana",6535,"1734"
"057","192A","Total AGEB urbana",9291,"2645"
"057","1934","Total AGEB urbana",4817,"1390"
"057","1949","Total AGEB urbana",4044,"1039"
"057","1953","Total AGEB urbana",3546,"972"
"057","1968","Total AGEB urbana",5100,"1337"
"057","1972","Total AGEB urbana",3375,"1148"
"057","1987","Total AGEB urbana",4676,"1298"
"057","1991","Total AGEB urbana",5101,"1415"
"057","2006","Total AGEB urbana",4907,"1905"
"057","2010","Total AGEB urbana",7016,"1852"
"057","2025","Total AGEB urbana",4040,"1049"
"057","203A","Total AGEB urbana",4272,"1208"
"057","2044","Total AGEB urbana",4000,"1019"
"057","2059","Total AGEB urbana",2294,"566"
"057","2063","Total AGEB urbana",2414,"617"
"057","2078","Total AGEB urbana",3903,"1043"
"057","2082","Total AGEB urbana",3518,"977"
"057","2097","Total AGEB urbana",3031,"801"
"057","210A","Total AGEB urbana",3841,"1024"
"057","2114","Total AGEB urbana",6247,"1755"
"057","2129","Total AGEB urbana",4759,"1227"
"057","2133","Total AGEB urbana",3183,"854"
"057","2148","Total AGEB urbana",6066,"1532"
"057","2152","Total AGEB urbana",5314,"1548"
"057","2167","Total AGEB urbana",2758,"762"
"057","2171","Total AGEB urbana",3395,"956"
"057","2186","Total AGEB urbana",3247,"852"
"057","2190","Total AGEB urbana",4927,"1170"
"057","2203","Total AGEB urbana",6895,"1982"
"057","2218","Total AGEB urbana",6201,"1752"
"057","2222","Total AGEB urbana",4676,"1364"
"057","2237","Total AGEB urbana",3262,"915"
"057","2241","Total AGEB urbana",3063,"872"
"057","2256","Total AGEB urbana",4242,"1085"
"057","2260","Total AGEB urbana",5548,"1574"
"057","2275","Total AGEB urbana",1689,"569"
"057","228A","Total AGEB urbana",3664,"1196"
"057","2294","Total AGEB urbana",3772,"962"
"057","2307","Total AGEB urbana",3480,"948"
"057","2311","Total AGEB urbana",4722,"1289"
"057","2326","Total AGEB urbana",7186,"1879"
"057","2330","Total AGEB urbana",6776,"1800"
"057","2345","Total AGEB urbana",4141,"1150"
"057","235A","Total AGEB urbana",3856,"1109"
"057","2364","Total AGEB urbana",3084,"737"
"057","2379","Total AGEB urbana",3419,"975"
"057","2383","Total AGEB urbana",4676,"1436"
"057","2398","Total AGEB urbana",2475,"696"
"057","2400","Total AGEB urbana",2615,"726"
"057","2415","Total AGEB urbana",4995,"1074"
"057","2434","Total AGEB urbana",1882,"493"
"057","2449","Total AGEB urbana",1401,"337"
"057","2453","Total AGEB urbana",790,"210"
"057","2468","Total AGEB urbana",1906,"449"
"057","2472","Total AGEB urbana",1098,"268"
"057","2487","Total AGEB urbana",862,"211"
"057","2491","Total AGEB urbana",886,"231"
"057","2504","Total AGEB urbana",1432,"357"
"057","2519","Total AGEB urbana",9,"4"
"057","2523","Total AGEB urbana",1280,"602"
"057","2538","Total AGEB urbana",1814,"680"
"057","2542","Total AGEB urbana",2433,"1012"
"057","2557","Total AGEB urbana",2741,"742"
"057","2561","Total AGEB urbana",2467,"666"
"057","2576","Total AGEB urbana",3208,"805"
"057","2580","Total AGEB urbana",1373,"541"
"057","2595","Total AGEB urbana",1682,"399"
"057","2608","Total AGEB urbana",556,"161"
"057","2612","Total AGEB urbana",94,"46"
"057","2650","Total AGEB urbana",889,"284"
"057","2665","Total AGEB urbana",4796,"1254"
"057","267A","Total AGEB urbana",5397,"1350"
"057","2684","Total AGEB urbana",579,"184"
"057","2701","Total AGEB urbana",2119,"674"
"057","2716","Total AGEB urbana",1101,"347"
"057","2631","Total AGEB urbana",4225,"1020"
"057","2646","Total AGEB urbana",5695,"1384"
"057","2627","Total AGEB urbana",3595,"942"
"057","1065","Total AGEB urbana",3067,"764"
"057","1050","Total AGEB urbana",3462,"850"
"057","2699","Total AGEB urbana",6084,"1625"
"057","1050","Total AGEB urbana",3371,"823"
"058","0000","Total del municipio",1077208,"297958"
"058","0030","Total AGEB urbana",5437,"1624"
"058","0079","Total AGEB urbana",3851,"1162"
"058","0083","Total AGEB urbana",2881,"893"
"058","0098","Total AGEB urbana",5060,"1424"
"058","0100","Total AGEB urbana",4150,"1126"
"058","0115","Total AGEB urbana",4531,"1355"
"058","012A","Total AGEB urbana",3735,"1084"
"058","0134","Total AGEB urbana",6716,"1903"
"058","0149","Total AGEB urbana",6578,"1844"
"058","0153","Total AGEB urbana",7420,"2081"
"058","0168","Total AGEB urbana",7885,"2153"
"058","0172","Total AGEB urbana",3034,"824"
"058","0187","Total AGEB urbana",3536,"992"
"058","0191","Total AGEB urbana",9266,"2484"
"058","0204","Total AGEB urbana",5415,"1360"
"058","0219","Total AGEB urbana",4688,"1497"
"058","0223","Total AGEB urbana",3922,"1197"
"058","0238","Total AGEB urbana",5466,"1572"
"058","0261","Total AGEB urbana",6973,"1882"
"058","0276","Total AGEB urbana",6949,"1901"
"058","0280","Total AGEB urbana",4816,"1350"
"058","0295","Total AGEB urbana",5515,"1536"
"058","0308","Total AGEB urbana",4974,"1353"
"058","0312","Total AGEB urbana",5253,"1451"
"058","0327","Total AGEB urbana",6552,"1771"
"058","0331","Total AGEB urbana",7322,"1936"
"058","0346","Total AGEB urbana",6065,"1653"
